User_ID,Age,Gender,Total_App_Usage_Hours,Daily_Screen_Time_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Productivity_App_Usage_Hours,Gaming_App_Usage_Hours,Location
347.0,52.0,Male,7.39,13.26,28.0,3.51,3.32,2.89,Los Angeles
348.0,42.0,Female,1.98,6.49,19.0,2.78,2.1,4.56,Phoenix
349.0,41.0,Female,11.58,5.91,22.0,1.79,3.51,2.77,Phoenix
350.0,30.0,Female,7.98,13.17,22.0,4.56,2.05,0.87,Chicago
351.0,24.0,Male,9.3,9.78,25.0,0.1,2.52,1.89,Houston
352.0,53.0,Male,2.88,2.51,18.0,1.58,0.04,4.22,Chicago
353.0,37.0,Male,5.5,1.55,16.0,0.28,3.46,3.22,Chicago
354.0,18.0,Male,5.65,8.34,13.0,3.83,3.31,3.25,Phoenix
355.0,25.0,Female,10.04,13.09,9.0,3.51,0.19,4.33,Chicago
356.0,33.0,Male,1.01,11.98,18.0,1.66,1.84,4.47,Los Angeles
357.0,31.0,Male,4.31,9.79,15.0,3.38,4.9,4.6,Chicago
358.0,29.0,Female,11.79,2.81,29.0,1.98,2.1,0.47,Los Angeles
359.0,40.0,Male,6.22,4.31,17.0,3.78,2.51,2.72,Phoenix
360.0,32.0,Female,5.21,12.38,26.0,2.27,4.55,3.7,Houston
361.0,45.0,Female,2.32,3.38,18.0,2.06,3.59,3.78,Los Angeles
362.0,51.0,Female,11.72,4.62,29.0,4.67,2.91,3.03,Houston
363.0,19.0,Female,1.22,2.68,23.0,1.25,3.99,0.83,Houston
364.0,49.0,Female,9.11,9.79,25.0,0.6,4.32,3.99,Los Angeles
365.0,40.0,Female,9.45,13.27,26.0,2.92,2.28,3.6,Phoenix
366.0,39.0,Female,3.68,4.5,11.0,4.85,2.38,0.43,New York
367.0,42.0,Female,8.39,7.18,5.0,1.89,1.93,2.32,Houston
368.0,39.0,Male,2.02,9.25,21.0,0.31,4.83,0.87,Houston
369.0,39.0,Male,3.83,13.99,22.0,1.7,3.49,1.69,Phoenix
370.0,59.0,Male,9.67,2.36,7.0,2.53,0.42,0.09,Phoenix
371.0,23.0,Male,10.51,7.48,12.0,0.81,4.31,2.0,Chicago
372.0,32.0,Female,7.69,6.01,19.0,3.29,2.4,2.75,Phoenix
373.0,54.0,Male,6.58,12.26,17.0,4.99,0.34,3.1,Houston
374.0,50.0,Female,2.75,7.19,25.0,2.26,2.75,3.32,Los Angeles
375.0,25.0,Male,1.69,2.44,27.0,1.77,2.09,4.18,New York
376.0,22.0,Male,2.29,9.25,10.0,2.0,4.39,1.08,Chicago
377.0,56.0,Male,3.5,11.02,17.0,0.58,1.02,0.6,Los Angeles
378.0,21.0,Female,4.76,1.04,23.0,4.42,4.13,4.26,New York
379.0,23.0,Male,5.19,12.17,16.0,2.07,2.79,0.78,New York
380.0,49.0,Female,4.81,3.42,22.0,1.94,0.27,4.87,New York
381.0,47.0,Female,3.63,8.18,9.0,3.3,4.86,4.21,Los Angeles
382.0,52.0,Male,6.61,6.41,23.0,2.21,2.56,2.5,Chicago
383.0,57.0,Male,10.08,10.36,25.0,3.24,1.45,4.91,Chicago
384.0,33.0,Male,4.08,5.83,14.0,0.31,2.35,0.49,New York
385.0,30.0,Female,11.37,12.31,19.0,4.07,4.29,1.52,Los Angeles
386.0,59.0,Male,10.61,10.5,19.0,4.7,1.52,3.19,New York
387.0,47.0,Female,2.78,9.42,12.0,3.24,0.96,1.75,Phoenix
388.0,36.0,Female,9.65,11.35,21.0,4.77,0.65,4.64,Chicago
389.0,34.0,Male,7.32,10.8,16.0,0.76,1.49,0.33,Houston
390.0,36.0,Male,7.23,1.47,13.0,2.39,3.9,2.75,New York
391.0,45.0,Female,5.3,6.13,4.0,3.01,2.36,2.95,Phoenix
392.0,43.0,Female,6.51,13.1,20.0,2.91,1.14,3.26,Chicago
393.0,54.0,Female,5.37,2.63,9.0,2.01,0.83,1.28,Los Angeles
394.0,43.0,Male,6.94,10.58,14.0,1.69,1.66,1.82,Chicago
395.0,40.0,Female,7.91,13.67,28.0,0.63,4.7,4.22,Los Angeles
396.0,26.0,Male,8.42,1.68,4.0,1.96,1.72,0.97,Los Angeles
397.0,29.0,Female,6.86,9.87,29.0,0.81,4.94,4.13,New York
398.0,18.0,Female,8.94,7.09,22.0,3.67,2.43,2.81,New York
399.0,18.0,Male,2.55,8.53,20.0,1.04,0.9,3.81,Chicago
400.0,51.0,Female,3.33,2.11,8.0,0.29,4.46,3.57,Phoenix
401.0,49.0,Male,10.01,1.56,26.0,2.76,2.3,1.04,Chicago
402.0,42.0,Male,4.55,9.67,12.0,2.98,3.55,2.84,Houston
403.0,57.0,Female,1.25,11.7,22.0,4.36,4.92,4.34,Los Angeles
404.0,18.0,Male,2.69,11.17,17.0,2.88,0.25,2.16,Los Angeles
405.0,33.0,Male,3.46,8.07,7.0,1.73,0.48,4.83,New York
406.0,56.0,Female,11.53,2.3,22.0,4.02,3.6,2.26,Phoenix
407.0,22.0,Male,7.3,9.94,5.0,2.7,1.41,0.71,New York
408.0,39.0,Male,11.26,4.14,7.0,0.4,0.92,1.95,Houston
409.0,46.0,Male,7.33,12.84,27.0,2.83,0.2,4.76,Chicago
410.0,20.0,Female,6.27,11.9,10.0,4.54,0.11,1.6,Chicago
411.0,29.0,Male,4.45,10.22,10.0,1.98,3.87,4.34,Phoenix
412.0,43.0,Female,7.67,13.33,10.0,1.48,0.67,4.41,New York
413.0,33.0,Female,2.53,1.41,14.0,0.72,2.34,1.75,New York
414.0,54.0,Male,10.88,10.57,26.0,0.76,3.03,0.42,Houston
415.0,39.0,Male,10.12,5.29,25.0,2.16,2.14,3.62,Chicago
416.0,46.0,Male,4.49,12.78,10.0,2.98,0.14,1.56,New York
417.0,31.0,Female,11.48,4.47,13.0,0.4,3.92,3.91,Phoenix
418.0,45.0,Male,10.08,10.42,16.0,4.7,0.05,2.21,Chicago
419.0,22.0,Male,8.33,12.41,10.0,3.78,3.81,2.43,Houston
420.0,47.0,Male,2.34,1.54,26.0,2.93,4.47,3.89,Phoenix
421.0,22.0,Male,6.26,6.17,12.0,4.14,2.16,1.91,Los Angeles
422.0,29.0,Male,6.57,10.91,9.0,0.4,2.68,2.22,Houston
423.0,33.0,Female,3.56,6.91,19.0,2.38,2.38,1.88,Phoenix
424.0,43.0,Female,1.88,4.47,6.0,3.15,1.95,1.84,New York
425.0,43.0,Male,9.54,3.86,15.0,4.14,4.44,2.63,Los Angeles
426.0,38.0,Male,2.34,2.71,6.0,3.92,4.47,4.04,Houston
427.0,56.0,Male,7.54,12.14,7.0,1.39,1.68,1.81,New York
428.0,53.0,Male,11.3,8.48,28.0,4.7,3.08,2.62,Los Angeles
429.0,50.0,Female,10.64,1.99,24.0,0.62,4.63,3.35,Chicago
430.0,47.0,Male,4.06,5.97,6.0,4.38,4.81,1.35,New York
431.0,54.0,Female,10.37,5.78,20.0,4.85,2.54,1.39,Phoenix
432.0,40.0,Female,1.0,3.36,8.0,0.89,2.26,4.67,Houston
433.0,27.0,Male,1.19,6.66,26.0,3.61,1.39,3.62,Los Angeles
434.0,22.0,Female,7.63,5.32,26.0,0.2,4.79,2.89,New York
435.0,53.0,Female,5.01,5.44,25.0,2.03,0.71,3.24,Chicago
436.0,51.0,Female,5.25,10.61,24.0,2.58,2.9,0.15,Houston
437.0,48.0,Female,7.21,3.9,4.0,2.9,1.41,3.09,Houston
438.0,27.0,Male,3.11,9.34,25.0,4.68,1.4,2.55,New York
439.0,36.0,Male,3.33,8.42,13.0,3.36,2.02,2.73,Chicago
440.0,49.0,Female,6.33,8.39,16.0,2.41,4.99,1.8,Los Angeles
441.0,18.0,Male,9.3,9.62,7.0,4.05,0.27,0.41,New York
442.0,22.0,Male,7.81,8.13,8.0,4.75,2.89,0.97,Los Angeles
443.0,21.0,Male,4.27,12.43,12.0,0.11,0.41,4.75,Houston
444.0,33.0,Male,5.73,9.78,10.0,4.91,0.77,2.04,Los Angeles
445.0,41.0,Male,2.88,8.11,16.0,0.43,2.2,2.33,Chicago
446.0,33.0,Female,1.82,11.79,26.0,4.07,2.55,0.26,Phoenix
447.0,19.0,Male,9.61,8.88,5.0,1.4,1.29,0.19,Chicago
448.0,45.0,Male,3.92,4.78,14.0,0.66,1.58,3.59,Los Angeles
449.0,49.0,Male,2.96,3.69,18.0,2.2,0.43,2.69,New York
450.0,44.0,Male,8.61,2.98,25.0,3.22,1.52,2.54,Houston
451.0,37.0,Female,7.8,12.69,19.0,1.9,4.83,1.22,Phoenix
452.0,41.0,Female,7.97,10.23,3.0,0.27,4.72,3.72,New York
453.0,29.0,Female,3.52,13.19,25.0,3.0,1.67,0.84,New York
454.0,52.0,Female,3.56,8.84,12.0,4.51,2.85,0.95,Chicago
455.0,50.0,Male,3.43,7.15,27.0,1.92,4.55,2.3,Los Angeles
456.0,50.0,Female,2.91,1.78,25.0,1.08,0.03,1.43,Chicago
457.0,54.0,Male,8.21,9.73,12.0,2.21,4.05,1.24,Los Angeles
458.0,29.0,Male,10.33,8.57,23.0,0.24,4.74,3.23,Chicago
459.0,20.0,Male,8.97,13.87,26.0,4.1,0.46,3.25,New York
460.0,18.0,Male,9.71,4.11,4.0,4.13,0.81,4.12,Houston
461.0,50.0,Male,5.45,7.9,11.0,2.94,4.8,2.09,Los Angeles
462.0,57.0,Female,8.19,9.46,24.0,1.77,2.69,0.37,Phoenix
463.0,27.0,Female,4.9,9.38,15.0,4.0,0.07,1.37,Phoenix
464.0,46.0,Female,6.78,8.3,27.0,2.77,1.29,4.9,New York
465.0,30.0,Female,6.3,11.1,18.0,4.13,2.25,2.98,Chicago
466.0,29.0,Male,2.95,3.66,20.0,3.16,3.46,3.55,Chicago
467.0,48.0,Female,5.26,10.43,21.0,3.92,3.67,0.04,New York
468.0,19.0,Male,11.6,9.06,14.0,2.99,4.98,2.59,Phoenix
469.0,52.0,Female,3.73,12.65,10.0,2.07,1.44,0.19,Phoenix
470.0,40.0,Male,2.47,12.01,19.0,4.79,2.69,2.85,Chicago
471.0,34.0,Male,5.6,5.1,17.0,2.71,2.67,4.6,Los Angeles
472.0,43.0,Female,9.69,4.59,12.0,3.03,2.03,4.84,Houston
473.0,25.0,Male,7.4,13.76,17.0,1.1,0.85,2.7,Los Angeles
474.0,46.0,Male,8.49,7.85,17.0,3.13,4.89,2.29,Phoenix
475.0,43.0,Female,3.09,12.78,25.0,2.86,4.27,4.73,Los Angeles
476.0,27.0,Male,7.81,3.13,9.0,0.92,2.49,3.37,Houston
477.0,43.0,Female,4.56,9.36,15.0,0.3,3.02,0.32,Los Angeles
478.0,51.0,Female,10.18,11.53,19.0,3.02,1.14,2.33,Los Angeles
479.0,58.0,Female,7.92,13.32,11.0,3.82,2.72,1.2,Los Angeles
480.0,24.0,Male,3.19,5.39,10.0,2.62,3.47,2.35,Los Angeles
481.0,21.0,Male,1.71,10.42,22.0,1.13,2.58,2.28,New York
482.0,28.0,Male,1.47,8.0,28.0,3.33,4.95,2.91,Phoenix
483.0,46.0,Female,5.09,1.79,29.0,0.4,3.06,1.78,Houston
484.0,53.0,Male,3.92,9.97,23.0,2.21,1.85,0.82,Phoenix
485.0,42.0,Female,8.11,9.97,20.0,0.82,3.86,2.52,New York
486.0,38.0,Female,6.49,13.1,15.0,0.92,0.85,4.15,New York
487.0,53.0,Male,3.93,7.47,18.0,1.01,1.92,3.32,New York
488.0,27.0,Female,2.64,3.99,11.0,1.93,1.73,1.69,New York
489.0,54.0,Male,2.4,1.58,14.0,0.26,2.16,4.68,Los Angeles
490.0,26.0,Male,10.51,6.4,14.0,1.99,3.91,4.56,Phoenix
491.0,41.0,Male,3.68,4.92,8.0,2.56,2.42,1.05,Chicago
492.0,52.0,Male,8.17,10.89,21.0,2.42,3.97,0.2,Houston
493.0,52.0,Male,9.92,5.61,9.0,1.91,2.88,3.71,New York
494.0,53.0,Female,7.75,13.34,27.0,4.2,1.71,4.14,Phoenix
495.0,35.0,Female,10.46,13.51,5.0,0.73,4.05,4.84,New York
496.0,56.0,Female,5.32,9.07,18.0,2.53,1.19,4.45,New York
497.0,49.0,Male,11.52,13.07,20.0,0.31,1.12,3.0,New York
498.0,41.0,Male,2.46,10.89,18.0,0.36,2.52,2.65,New York
499.0,40.0,Male,2.12,8.11,25.0,2.87,1.3,0.14,New York
500.0,49.0,Female,8.25,3.34,9.0,2.83,0.05,1.23,Houston
501.0,54.0,Male,11.37,6.96,6.0,4.39,3.24,2.3,Phoenix
502.0,29.0,Female,9.9,8.29,29.0,2.79,2.56,3.14,New York
503.0,30.0,Female,1.84,12.23,27.0,4.8,2.23,2.79,New York
504.0,40.0,Male,4.07,7.26,10.0,0.24,4.83,3.71,New York
505.0,42.0,Male,11.23,12.67,15.0,0.49,2.86,1.4,New York
506.0,52.0,Female,3.78,9.77,15.0,0.22,4.32,2.82,Los Angeles
507.0,58.0,Male,9.59,2.78,19.0,0.93,0.7,0.44,Los Angeles
508.0,47.0,Female,10.08,13.93,19.0,2.71,2.85,2.07,Chicago
509.0,34.0,Male,6.45,7.85,7.0,3.23,4.34,3.75,New York
510.0,37.0,Male,5.25,6.09,8.0,0.23,2.92,3.47,Chicago
511.0,42.0,Female,5.95,9.57,21.0,4.73,3.59,4.95,Houston
512.0,39.0,Male,3.5,2.42,15.0,4.21,1.86,1.39,Chicago
513.0,30.0,Female,10.78,9.28,27.0,1.48,0.46,2.49,Phoenix
514.0,36.0,Male,5.96,7.48,28.0,0.39,2.29,1.65,Los Angeles
515.0,53.0,Female,10.71,6.29,16.0,0.85,1.97,2.2,Los Angeles
516.0,29.0,Female,2.16,13.39,24.0,0.63,4.34,4.28,New York
517.0,58.0,Male,11.87,7.79,6.0,0.62,1.22,3.42,New York
518.0,36.0,Female,5.88,3.85,9.0,2.59,4.83,4.41,Houston
519.0,29.0,Male,1.53,6.97,10.0,1.23,4.79,1.02,Houston
520.0,26.0,Male,1.42,12.95,27.0,1.79,1.24,4.37,Phoenix
521.0,24.0,Male,9.21,3.29,15.0,4.95,1.74,0.3,New York
522.0,45.0,Female,8.25,3.78,29.0,3.42,4.48,4.44,New York
523.0,31.0,Female,9.82,1.17,8.0,4.74,4.83,1.65,Houston
524.0,48.0,Male,2.16,1.18,8.0,0.71,2.22,1.57,Houston
525.0,36.0,Male,1.39,11.78,26.0,1.91,1.6,2.56,Houston
526.0,33.0,Female,6.59,10.52,23.0,2.77,2.63,4.7,Los Angeles
527.0,22.0,Male,5.26,5.62,5.0,0.38,3.44,0.24,Chicago
528.0,52.0,Male,6.08,10.08,5.0,0.02,1.37,1.76,Chicago
529.0,29.0,Female,11.91,6.14,15.0,3.35,3.68,4.28,New York
530.0,42.0,Male,11.68,13.39,24.0,3.21,0.26,1.98,Los Angeles
531.0,38.0,Female,11.37,13.57,4.0,2.05,0.25,1.0,Houston
532.0,53.0,Male,9.62,6.11,18.0,2.45,1.93,2.12,New York
533.0,40.0,Female,4.9,12.1,24.0,2.08,1.77,1.93,Los Angeles
534.0,33.0,Male,5.53,11.05,8.0,0.12,1.58,4.58,Phoenix
535.0,56.0,Male,7.05,5.03,10.0,1.68,2.46,3.81,Los Angeles
536.0,59.0,Female,10.14,4.02,25.0,0.89,1.6,2.53,New York
537.0,56.0,Male,1.76,6.96,10.0,0.49,0.96,4.94,Chicago
538.0,31.0,Female,5.67,11.16,27.0,4.78,1.55,2.33,Houston
539.0,48.0,Male,1.91,13.48,8.0,3.0,4.87,0.29,Phoenix
540.0,22.0,Female,6.66,10.93,16.0,3.64,2.06,1.31,Los Angeles
541.0,52.0,Female,10.89,12.12,5.0,1.58,2.22,2.18,New York
542.0,40.0,Female,9.61,8.84,12.0,1.97,2.88,0.78,New York
543.0,46.0,Female,3.51,11.86,5.0,1.18,4.92,4.74,Houston
544.0,28.0,Male,11.74,11.2,29.0,0.48,1.21,3.83,New York
545.0,35.0,Male,8.34,5.9,14.0,0.9,3.41,1.34,New York
546.0,29.0,Female,1.11,8.18,19.0,3.99,3.58,2.95,Houston
547.0,26.0,Female,3.81,11.46,29.0,3.39,3.04,3.61,Phoenix
548.0,27.0,Female,3.87,1.6,7.0,2.73,0.44,4.71,Chicago
549.0,34.0,Male,1.76,11.51,22.0,2.38,3.38,4.41,Chicago
550.0,55.0,Male,11.56,3.31,27.0,4.61,0.32,2.58,Los Angeles
551.0,24.0,Male,6.26,7.69,11.0,0.36,2.98,3.87,Phoenix
552.0,30.0,Male,10.85,11.51,23.0,1.4,3.7,2.81,Los Angeles
553.0,57.0,Female,4.54,4.3,28.0,1.75,1.05,2.76,Chicago
554.0,59.0,Female,2.38,4.2,22.0,3.91,4.21,0.57,Houston
555.0,26.0,Female,6.22,6.24,9.0,4.96,0.15,0.63,New York
556.0,44.0,Male,2.25,12.63,24.0,1.2,4.22,2.65,Chicago
557.0,19.0,Male,6.35,1.01,6.0,4.37,2.3,1.34,Phoenix
558.0,22.0,Male,11.12,12.72,15.0,4.15,1.09,0.11,Chicago
559.0,46.0,Female,6.73,3.0,15.0,1.12,0.67,3.61,Phoenix
560.0,54.0,Female,7.78,13.87,12.0,2.0,4.77,0.16,Phoenix
561.0,55.0,Male,2.72,13.41,20.0,2.05,0.36,2.98,Phoenix
562.0,36.0,Female,1.48,7.43,19.0,4.89,1.0,2.7,Los Angeles
563.0,25.0,Male,2.22,7.67,22.0,0.9,1.74,4.84,Houston
564.0,18.0,Male,7.58,7.26,22.0,4.0,3.1,2.42,Chicago
565.0,39.0,Female,2.05,9.26,15.0,1.67,2.72,0.32,Houston
566.0,34.0,Male,5.14,2.18,19.0,3.65,0.63,2.76,New York
567.0,24.0,Female,7.05,1.42,24.0,2.1,1.45,4.21,Chicago
568.0,42.0,Male,5.28,1.75,6.0,2.89,1.19,4.98,Houston
569.0,21.0,Female,2.8,6.78,3.0,4.16,1.07,2.15,Houston
570.0,53.0,Female,4.01,4.58,3.0,4.02,2.06,1.6,New York
571.0,23.0,Female,11.21,9.09,17.0,4.33,3.52,4.53,Phoenix
572.0,48.0,Male,8.44,13.9,15.0,0.3,1.09,0.96,Chicago
573.0,36.0,Male,6.46,6.02,19.0,3.46,1.83,3.08,Chicago
574.0,56.0,Female,1.14,8.46,26.0,0.7,1.95,2.03,New York
575.0,44.0,Female,11.92,6.4,28.0,2.08,4.88,0.21,Phoenix
576.0,27.0,Male,8.39,12.01,10.0,2.74,4.77,1.74,Chicago
577.0,43.0,Male,4.49,12.73,20.0,2.01,4.0,1.33,Chicago
578.0,36.0,Male,10.67,12.41,29.0,2.6,1.21,3.43,Chicago
579.0,56.0,Female,3.84,13.67,15.0,4.98,0.34,4.74,Phoenix
580.0,20.0,Male,6.98,1.36,25.0,0.68,1.58,1.34,New York
581.0,30.0,Male,8.0,11.92,16.0,3.38,1.33,4.06,Chicago
582.0,45.0,Female,3.43,10.77,10.0,1.98,2.53,0.28,Houston
583.0,37.0,Male,11.76,3.97,10.0,0.67,3.89,2.69,Phoenix
584.0,45.0,Male,9.23,13.43,29.0,0.79,4.29,0.35,Los Angeles
585.0,25.0,Male,7.14,2.93,28.0,4.75,4.22,4.67,New York
586.0,58.0,Female,2.99,9.83,17.0,4.4,1.8,3.83,Houston
587.0,56.0,Female,1.59,3.92,29.0,4.54,3.44,3.29,Chicago
588.0,18.0,Female,4.52,6.61,15.0,4.96,1.56,4.12,Los Angeles
589.0,20.0,Female,9.29,10.35,9.0,1.04,0.3,3.24,New York
590.0,30.0,Female,3.96,8.32,7.0,1.78,3.51,4.84,Phoenix
591.0,45.0,Female,6.94,6.56,19.0,3.35,0.05,3.57,Los Angeles
592.0,42.0,Female,9.01,5.24,27.0,2.42,2.05,4.62,Los Angeles
593.0,50.0,Male,2.19,11.92,18.0,2.09,1.65,2.59,Houston
594.0,55.0,Male,8.54,2.87,25.0,1.79,3.47,0.59,New York
595.0,23.0,Female,2.01,6.59,4.0,2.97,3.83,2.64,Houston
596.0,49.0,Male,11.62,12.75,24.0,2.88,1.52,0.63,Houston
597.0,38.0,Male,6.37,12.0,20.0,0.81,4.06,2.96,Chicago
598.0,33.0,Female,2.66,6.21,19.0,2.36,1.47,2.41,Phoenix
599.0,38.0,Male,4.77,10.92,9.0,2.77,2.23,3.11,Los Angeles
600.0,28.0,Male,5.55,11.7,15.0,2.85,3.64,0.05,New York
601.0,54.0,Male,9.34,12.56,20.0,1.05,3.46,0.97,Phoenix
602.0,53.0,Male,9.18,8.08,16.0,3.71,4.94,2.46,Phoenix
603.0,52.0,Male,7.73,3.66,20.0,0.13,1.13,4.75,New York
604.0,36.0,Female,2.17,4.32,15.0,1.77,3.31,1.92,Phoenix
605.0,37.0,Female,2.67,4.84,13.0,3.9,3.05,2.12,Chicago
606.0,35.0,Female,2.03,8.72,23.0,2.82,4.58,3.57,Phoenix
607.0,58.0,Male,7.35,1.43,23.0,1.31,0.78,3.02,Chicago
608.0,31.0,Female,10.65,9.27,18.0,3.47,3.76,1.49,Los Angeles
609.0,32.0,Male,5.77,5.74,25.0,2.84,2.84,2.05,Los Angeles
610.0,48.0,Male,2.77,4.84,19.0,3.98,1.37,1.09,Houston
611.0,18.0,Male,7.14,12.43,10.0,3.68,2.37,4.83,Chicago
612.0,20.0,Male,9.93,6.98,21.0,3.05,1.67,0.65,Los Angeles
613.0,33.0,Female,9.16,2.24,22.0,2.44,2.9,1.86,Phoenix
614.0,40.0,Female,10.7,11.75,17.0,0.67,4.45,0.13,New York
615.0,28.0,Male,4.06,1.62,11.0,1.31,2.85,1.11,New York
616.0,29.0,Female,3.13,10.45,22.0,2.1,3.16,3.9,Chicago
617.0,27.0,Male,10.68,11.06,12.0,3.0,2.59,1.01,Houston
618.0,49.0,Female,8.23,5.58,14.0,2.57,0.26,0.4,Phoenix
619.0,33.0,Female,4.42,11.72,23.0,1.44,1.16,2.37,Chicago
620.0,25.0,Male,9.17,7.7,25.0,0.03,2.46,0.05,New York
621.0,55.0,Female,9.97,7.02,22.0,2.48,1.55,0.42,Chicago
622.0,29.0,Male,7.76,1.59,3.0,1.43,0.91,4.04,Phoenix
623.0,41.0,Female,8.57,4.77,27.0,3.67,2.52,3.86,Los Angeles
624.0,45.0,Male,5.13,13.1,22.0,0.12,1.61,4.58,Phoenix
625.0,25.0,Male,6.93,6.09,11.0,2.92,1.29,4.27,Los Angeles
626.0,45.0,Female,6.77,8.11,24.0,4.71,2.32,3.42,Los Angeles
627.0,53.0,Female,10.33,7.92,17.0,0.87,0.67,0.26,Los Angeles
628.0,43.0,Male,10.24,8.68,3.0,2.36,4.64,3.91,Chicago
629.0,25.0,Female,10.16,1.8,14.0,0.46,4.34,4.23,New York
630.0,45.0,Female,1.12,5.71,5.0,3.13,3.54,4.0,Chicago
631.0,45.0,Male,9.25,10.4,13.0,2.75,0.53,2.54,New York
632.0,54.0,Male,9.35,3.61,4.0,2.04,3.88,1.16,Phoenix
633.0,58.0,Female,8.46,3.65,18.0,2.61,4.04,4.23,Houston
634.0,53.0,Male,9.32,1.13,11.0,4.48,3.84,3.64,Phoenix
635.0,44.0,Male,10.26,6.69,17.0,0.98,0.57,4.9,Chicago
636.0,34.0,Male,6.17,12.48,14.0,0.11,3.22,0.78,Chicago
637.0,26.0,Female,6.52,1.67,3.0,4.31,4.17,1.13,New York
638.0,50.0,Female,2.37,3.48,15.0,2.89,2.89,1.06,Chicago
639.0,37.0,Male,5.24,5.03,16.0,4.45,3.23,3.96,Los Angeles
640.0,30.0,Female,8.08,10.51,27.0,2.98,2.29,0.93,Chicago
641.0,45.0,Male,9.58,9.33,27.0,4.05,2.64,0.33,New York
642.0,46.0,Female,3.39,6.41,10.0,2.15,0.17,4.99,New York
643.0,30.0,Male,2.52,10.87,10.0,3.75,3.19,0.12,Los Angeles
644.0,52.0,Male,8.29,8.93,29.0,4.57,0.41,4.18,New York
645.0,23.0,Female,1.02,12.65,14.0,2.86,2.18,1.83,Houston
646.0,35.0,Male,2.96,11.63,3.0,0.9,1.46,4.21,Phoenix
647.0,22.0,Female,1.32,4.29,13.0,1.34,2.73,2.77,Chicago
648.0,42.0,Female,2.84,4.53,10.0,0.99,0.67,4.51,Houston
649.0,19.0,Male,2.99,2.63,12.0,1.23,3.46,4.63,Chicago
650.0,27.0,Male,5.26,5.38,21.0,1.53,3.98,0.05,Houston
651.0,47.0,Female,5.43,13.99,13.0,2.78,0.82,0.38,Chicago
652.0,22.0,Male,10.62,6.27,9.0,2.94,0.52,1.25,Los Angeles
653.0,50.0,Male,6.61,3.87,13.0,2.13,0.73,3.35,New York
654.0,18.0,Male,8.96,10.91,19.0,3.08,4.39,4.44,New York
655.0,35.0,Male,2.15,8.05,3.0,0.41,2.64,2.3,Los Angeles
656.0,49.0,Male,3.48,2.94,28.0,0.44,2.34,3.03,Houston
657.0,28.0,Female,8.73,5.95,23.0,0.86,0.53,0.94,Phoenix
658.0,38.0,Female,1.58,6.39,23.0,2.59,3.25,4.02,Houston
659.0,43.0,Male,6.35,10.8,10.0,1.07,4.34,4.84,New York
660.0,42.0,Male,7.59,1.27,25.0,1.42,4.14,1.34,Phoenix
661.0,39.0,Male,7.62,4.5,26.0,2.0,3.13,2.47,Chicago
662.0,44.0,Female,1.25,7.73,8.0,4.06,0.38,0.43,Phoenix
663.0,30.0,Male,4.54,4.5,24.0,0.07,0.56,2.8,Houston
664.0,50.0,Female,8.0,9.17,20.0,3.25,0.25,2.51,Los Angeles
665.0,51.0,Female,2.64,7.26,8.0,3.34,1.29,0.72,Chicago
666.0,58.0,Female,8.65,5.7,7.0,3.99,0.68,2.21,Houston
667.0,52.0,Male,9.21,13.34,15.0,4.66,1.3,1.67,Chicago
668.0,18.0,Female,11.8,9.22,21.0,0.1,1.93,2.61,Phoenix
669.0,38.0,Male,3.31,2.69,24.0,0.77,4.71,2.93,New York
670.0,23.0,Female,10.08,8.28,10.0,4.43,3.05,0.04,Houston
671.0,45.0,Male,6.72,11.15,11.0,2.29,4.17,3.81,Los Angeles
672.0,34.0,Female,5.11,10.21,19.0,2.82,3.55,3.57,Phoenix
673.0,22.0,Male,2.35,3.24,5.0,3.32,0.56,1.83,Houston
674.0,48.0,Female,9.09,13.64,21.0,3.4,3.68,0.26,Los Angeles
675.0,22.0,Male,3.59,6.83,13.0,4.66,1.38,3.77,Houston
676.0,55.0,Male,5.09,3.07,26.0,4.98,3.2,4.78,Phoenix
677.0,20.0,Male,1.69,3.34,19.0,3.6,1.7,1.2,Houston
678.0,40.0,Male,9.82,2.28,23.0,1.44,4.99,1.62,Chicago
679.0,54.0,Female,9.43,11.45,21.0,4.4,1.32,0.92,Phoenix
680.0,54.0,Female,9.07,2.59,4.0,0.25,1.4,2.88,Houston
681.0,27.0,Male,4.29,2.63,10.0,1.16,4.65,0.77,New York
682.0,27.0,Female,2.91,12.06,21.0,4.49,0.12,1.78,Houston
683.0,36.0,Male,8.01,5.48,9.0,1.28,3.48,3.49,Chicago
684.0,34.0,Male,6.46,1.4,29.0,1.1,3.63,2.8,Los Angeles
685.0,38.0,Female,2.96,1.67,19.0,0.69,4.18,1.93,Los Angeles
686.0,31.0,Male,8.55,2.85,8.0,4.3,4.87,2.1,Los Angeles
687.0,26.0,Male,11.9,3.77,21.0,2.5,4.88,2.81,New York
688.0,18.0,Female,9.22,9.65,26.0,3.37,0.33,0.03,Chicago
689.0,30.0,Male,9.14,3.05,8.0,1.2,4.11,0.39,Phoenix
690.0,21.0,Male,11.45,2.55,4.0,3.79,3.23,4.41,Los Angeles
691.0,18.0,Male,3.23,10.94,8.0,3.8,3.24,0.39,Chicago
692.0,57.0,Male,7.22,9.72,25.0,1.56,0.64,3.53,Houston
693.0,49.0,Female,11.78,6.66,7.0,2.05,3.25,4.6,New York
694.0,51.0,Female,2.82,8.14,21.0,1.05,4.91,1.35,Chicago
