App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Revenue_Estimate,Last_Updated_Month,Type_Binary
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833.0,9.9,1000000.0,Free,0.0,Everyone,Tools,"July 9, 2018",2.5.1.7592,4.0.3 and up,0.0,July,0
Network Signal Info,TOOLS,4.1,33926.0,17.0,1000000.0,Free,0.0,Everyone,Tools,"August 3, 2018",4.78.06,4.2 and up,0.0,August,0
WiFi Overview 360,TOOLS,4.1,15693.0,18.0,1000000.0,Free,0.0,Everyone,Tools,"August 3, 2018",4.32.07,4.2 and up,0.0,August,0
Speedcheck,TOOLS,4.6,48979.0,14.0,1000000.0,Free,0.0,Everyone,Tools,"August 4, 2018",5.0.0.8,4.0.3 and up,0.0,August,0
WiFi Automatic,TOOLS,4.1,10595.0,13.0,1000000.0,Free,0.0,Everyone,Tools,"March 18, 2018",Varies with device,Varies with device,0.0,March,0
NETGEAR WiFi Analytics,TOOLS,4.1,9496.0,0.6796875,1000000.0,Free,0.0,Everyone,Tools,"April 25, 2014",1.0.19,2.2 and up,0.0,April,0
Lock Screen,TOOLS,4.0,41137.0,4.6,1000000.0,Free,0.0,Everyone,Tools,"November 15, 2017",1.7.3,3.2 and up,0.0,November,0
ZERO Lock Screen,TOOLS,3.5,75336.0,0.53125,1000000.0,Free,0.0,Everyone,Tools,"February 5, 2016",1.3,4.0 and up,0.0,February,0
Screen Lock,TOOLS,4.2,68309.0,2.1,1000000.0,Free,0.0,Everyone,Tools,"November 23, 2017",v3.9f,4.0 and up,0.0,November,0
Funny Ringtones,PERSONALIZATION,4.4,7146.0,14.0,1000000.0,Free,0.0,Everyone 10+,Personalization,"February 2, 2018",1.1,4.0 and up,0.0,February,0
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724.0,21.0,100000.0,Free,0.0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up,0.0,June,0
Launcher,PERSONALIZATION,4.5,102923.0,18.0,1000000.0,Free,0.0,Everyone,Personalization,"July 10, 2018",2.1.2,5.0 and up,0.0,July,0
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583.0,3.8,500000.0,Free,0.0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up,0.0,July,0
OnePlus Launcher,PERSONALIZATION,4.0,24215.0,13.0,1000000.0,Free,0.0,Everyone,Personalization,"August 3, 2018",Varies with device,Varies with device,0.0,August,0
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073.0,23.0,1000000.0,Free,0.0,Everyone 10+,Personalization,"September 25, 2017",1.1,4.0 and up,0.0,September,0
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633.0,14.0,1000000.0,Free,0.0,Everyone,Personalization,"March 9, 2017",1.1,4.0.3 and up,0.0,March,0
"Color Call - Caller Screen, LED Flash",PERSONALIZATION,4.7,29485.0,9.9,1000000.0,Free,0.0,Everyone,Personalization,"July 20, 2018",1.0.4,4.0 and up,0.0,July,0
Lovely Cute Pink Kitty Cat Keyboard Theme,PERSONALIZATION,4.3,2267.0,7.2,500000.0,Free,0.0,Everyone,Personalization,"July 9, 2018",6.7.5,4.0.3 and up,0.0,July,0
Goku Wallpaper Art,PERSONALIZATION,4.7,6342.0,38.0,1000000.0,Free,0.0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up,0.0,July,0
Door Lock Screen,PERSONALIZATION,4.3,5413.0,3.9,1000000.0,Free,0.0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up,0.0,July,0
Cute wallpapers & kawaii backgrounds images,PERSONALIZATION,4.6,4724.0,5.4,1000000.0,Free,0.0,Everyone,Personalization,"July 30, 2018",1.2,4.0.3 and up,0.0,July,0
OnePlus Icon Pack - Square,PERSONALIZATION,4.7,229.0,1.1,500000.0,Free,0.0,Everyone,Personalization,"May 23, 2018",1.9.1.180419172630.4a15962,5.0 and up,0.0,May,0
Live 3D Neon Blue Love Heart Keyboard Theme,PERSONALIZATION,4.3,6626.0,9.1,1000000.0,Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.25.2018,4.0.3 and up,0.0,July,0
Pink Diamond Princess Keyboard Theme,PERSONALIZATION,3.7,10796.0,6.8,1000000.0,Free,0.0,Everyone,Personalization,"July 6, 2018",6.7.5,4.0.3 and up,0.0,July,0
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056.0,9.8,500000.0,Free,0.0,Everyone,Personalization,"July 25, 2018",6.7.24.2018,4.0.3 and up,0.0,July,0
OnePlus Icon Pack,PERSONALIZATION,4.8,440.0,0.8984375,500000.0,Free,0.0,Everyone,Personalization,"May 23, 2018",1.9.2.180419172639.dbf3246,5.0 and up,0.0,May,0
Water Droplets Keyboard Theme,PERSONALIZATION,4.1,398.0,6.8,100000.0,Free,0.0,Everyone,Personalization,"June 29, 2018",6.6.28,4.0.3 and up,0.0,June,0
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089.0,27.0,500000.0,Free,0.0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up,0.0,July,0
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828.0,7.4,100000.0,Free,0.0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up,0.0,January,0
Zooper Widget,PERSONALIZATION,4.0,30498.0,5.9,1000000.0,Free,0.0,Everyone,Personalization,"March 11, 2015",2.60,3.2 and up,0.0,March,0
Beautiful Widgets Free,PERSONALIZATION,3.9,25037.0,14.0,1000000.0,Free,0.0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.0,October,0
DashClock Widget,PERSONALIZATION,4.1,62301.0,1.9,1000000.0,Free,0.0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up,0.0,May,0
Northern Lights FREE (Aurora),PERSONALIZATION,4.1,12180.0,5.4,1000000.0,Free,0.0,Everyone,Personalization,"December 24, 2016",1.3,2.1 and up,0.0,December,0
Pink Roses Live Wallpaper,PERSONALIZATION,4.2,33074.0,3.3,1000000.0,Free,0.0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,0.0,May,0
Wallpaper,PERSONALIZATION,4.5,69488.0,9.7,1000000.0,Free,0.0,Everyone,Personalization,"July 8, 2018",6.07,4.1 and up,0.0,July,0
Wolves Live Wallpaper,PERSONALIZATION,4.3,10401.0,3.3,1000000.0,Free,0.0,Everyone,Personalization,"October 27, 2017",7.5,4.1 and up,0.0,October,0
Horses Live Wallpaper,PERSONALIZATION,4.2,28806.0,7.1,1000000.0,Free,0.0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,0.0,May,0
Tropical Beach Live Wallpaper,PERSONALIZATION,4.0,11343.0,8.4,1000000.0,Free,0.0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,0.0,May,0
Dolphins Live Wallpaper,PERSONALIZATION,4.2,25807.0,5.5,1000000.0,Free,0.0,Everyone,Personalization,"October 29, 2017",15.0,4.1 and up,0.0,October,0
Yandex.Shell (Launcher+Dialer),PERSONALIZATION,4.4,87300.0,13.0,1000000.0,Free,0.0,Everyone,Personalization,"March 17, 2015",2.32,Varies with device,0.0,March,0
TouchPal Purple Butterfly Theme,PERSONALIZATION,4.2,7435.0,6.9,1000000.0,Free,0.0,Everyone,Personalization,"June 28, 2018",1,4.0.3 and up,0.0,June,0
Lavender Emoji Keyboard Theme,PERSONALIZATION,4.1,12008.0,6.1,1000000.0,Free,0.0,Everyone,Personalization,"May 27, 2016",5.0,4.0 and up,0.0,May,0
Power Booster - Junk Cleaner & CPU Cooler & Boost,PRODUCTIVITY,4.5,9653.0,5.1,1000000.0,Free,0.0,Everyone,Productivity,"August 6, 2018",1.2.5,4.1 and up,0.0,August,0
MyMTN,PRODUCTIVITY,4.0,8550.0,15.0,1000000.0,Free,0.0,Everyone,Productivity,"July 25, 2018",2.1.5,4.0 and up,0.0,July,0
Hacker's Keyboard,PRODUCTIVITY,4.4,41418.0,1.2,1000000.0,Free,0.0,Everyone,Productivity,"December 11, 2016",v1.39.3,2.2 and up,0.0,December,0
Security & Privacy,PRODUCTIVITY,4.0,212.0,10.0,1000000.0,Free,0.0,Everyone,Productivity,"April 26, 2018",5.0.44,4.1 and up,0.0,April,0
7 Weeks - Habit & Goal Tracker,PRODUCTIVITY,4.4,6011.0,4.3,500000.0,Free,0.0,Everyone,Productivity,"December 19, 2015",3.2.1,4.1 and up,0.0,December,0
Loop - Habit Tracker,PRODUCTIVITY,4.7,17955.0,3.8,1000000.0,Free,0.0,Everyone,Productivity,"May 23, 2018",1.7.9,4.0.3 and up,0.0,May,0
"TickTick: To Do List with Reminder, Day Planner",PRODUCTIVITY,4.6,25370.0,13.0,1000000.0,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.0,August,0
Planner Pro-Personal Organizer,PRODUCTIVITY,4.0,10270.0,8.4,1000000.0,Free,0.0,Everyone,Productivity,"March 23, 2018",4.4.1,4.0 and up,0.0,March,0
Cozi Family Organizer,PRODUCTIVITY,4.4,56713.0,25.0,1000000.0,Free,0.0,Everyone,Productivity,"July 5, 2018",9.3.5776,4.1 and up,0.0,July,0
IFTTT,PRODUCTIVITY,4.3,117255.0,13.0,1000000.0,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.0,August,0
Dashlane Free Password Manager,PRODUCTIVITY,4.6,73695.0,13.0,1000000.0,Free,0.0,Everyone,Productivity,"August 6, 2018",Varies with device,5.0 and up,0.0,August,0
Solid Explorer Classic,PRODUCTIVITY,4.5,49794.0,6.5,1000000.0,Free,0.0,Everyone,Productivity,"June 17, 2017",1.7.3,2.3 and up,0.0,June,0
File Explorer,PRODUCTIVITY,4.1,979.0,0.703125,100000.0,Free,0.0,Everyone,Productivity,"September 30, 2013",2.1.3,2.2 and up,0.0,September,0
Solid Explorer File Manager,PRODUCTIVITY,4.6,67523.0,13.0,1000000.0,Free,0.0,Everyone,Productivity,"July 19, 2018",2.5.4,4.1 and up,0.0,July,0
Smart File Manager,PRODUCTIVITY,4.2,17415.0,4.1,1000000.0,Free,0.0,Everyone,Productivity,"July 5, 2018",3.5.9,4.0 and up,0.0,July,0
Simple Notepad,PRODUCTIVITY,4.3,12321.0,0.6962890625,1000000.0,Free,0.0,Everyone,Productivity,"December 25, 2016",2.0.1,2.3 and up,0.0,December,0
Sticky Note + : Sync Notes,PRODUCTIVITY,4.2,21507.0,6.6,1000000.0,Free,0.0,Everyone,Productivity,"August 31, 2017",13.4,4.0 and up,0.0,August,0
Squid - Take Notes & Markup PDFs,PRODUCTIVITY,4.2,37204.0,19.0,1000000.0,Free,0.0,Everyone,Productivity,"July 21, 2018",3.4.4.4-GP,4.0 and up,0.0,July,0
"JotterPad - Writer, Screenplay, Novel",PRODUCTIVITY,4.6,57904.0,11.0,1000000.0,Free,0.0,Everyone,Productivity,"July 1, 2018",12.8.2-pi,4.2 and up,0.0,July,0
Planning Center Services,PRODUCTIVITY,4.3,5157.0,13.0,500000.0,Free,0.0,Everyone,Productivity,"July 31, 2018",Varies with device,Varies with device,0.0,July,0
Calendar+ Schedule Planner App,PRODUCTIVITY,4.0,8985.0,5.7,1000000.0,Free,0.0,Everyone,Productivity,"January 16, 2017",1.07.59,4.0.3 and up,0.0,January,0
Today Calendar 2017,PRODUCTIVITY,4.2,16349.0,9.0,1000000.0,Free,0.0,Everyone,Productivity,"April 25, 2016",4.0.7.3,4.1 and up,0.0,April,0
To-Do Calendar Planner,PRODUCTIVITY,4.2,30291.0,13.0,1000000.0,Free,0.0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device,0.0,May,0
New Calendar,PRODUCTIVITY,4.5,25985.0,6.9,1000000.0,Free,0.0,Everyone,Productivity,"July 20, 2018",1.0.167,4.0.3 and up,0.0,July,0
Time Recording - Timesheet App,PRODUCTIVITY,4.6,23393.0,13.0,1000000.0,Free,0.0,Everyone,Productivity,"July 12, 2018",Varies with device,Varies with device,0.0,July,0
Unclouded - Cloud Manager,PRODUCTIVITY,4.1,6850.0,11.0,100000.0,Free,0.0,Everyone,Productivity,"August 8, 2016",2.3.3-play,4.1 and up,0.0,August,0
Amazon Drive,PRODUCTIVITY,4.4,18669.0,4.1,1000000.0,Free,0.0,Everyone,Productivity,"January 8, 2018",1.9.1.147.0-google,4.2 and up,0.0,January,0
SugarSync,PRODUCTIVITY,4.1,16420.0,3.8,1000000.0,Free,0.0,Everyone,Productivity,"May 16, 2018",4.4.0.4,2.3.3 and up,0.0,May,0
pCloud: Free Cloud Storage,PRODUCTIVITY,4.3,16149.0,13.0,1000000.0,Free,0.0,Everyone,Productivity,"July 24, 2018",Varies with device,Varies with device,0.0,July,0
Baby Names,PARENTING,4.5,86.0,2.8,10000.0,Free,0.0,Everyone,Parenting,"August 3, 2018",1.7,4.0.3 and up,0.0,August,0
Zoo For Preschool Kids 3-9 Years,PARENTING,4.3,76.0,8.2,10000.0,Free,0.0,Everyone,Parenting;Education,"April 24, 2018",1.0.7,4.0 and up,0.0,April,0
My baby Game (Balloon POP!),PARENTING,3.8,3614.0,3.3,1000000.0,Free,0.0,Everyone,Parenting;Brain Games,"May 28, 2018",2.15.2714,4.0 and up,0.0,May,0
Arabic Alphabets,PARENTING,4.3,34.0,6.2,10000.0,Free,0.0,Everyone,Parenting,"January 9, 2017",1.0,2.2 and up,0.0,January,0
Development of the child up to a year,PARENTING,4.6,1413.0,14.0,100000.0,Free,0.0,Mature 17+,Parenting,"July 20, 2018",2.9.9,4.1 and up,0.0,July,0
Ali Baba's Farm Tutorial Kids Games,PARENTING,4.3,36.0,5.5,5000.0,Free,0.0,Everyone,Parenting,"May 27, 2018",4.7,4.1 and up,0.0,May,0
Baby Panda Learns Shapes,PARENTING,4.0,3789.0,42.0,1000000.0,Free,0.0,Everyone,Parenting;Education,"June 21, 2018",8.25.10.00,4.0.3 and up,0.0,June,0
Learning English for children,PARENTING,4.3,67.0,15.0,50000.0,Free,0.0,Everyone,Parenting;Education,"April 18, 2018",1.9,2.3 and up,0.0,April,0
Kids Videos,PARENTING,4.1,559.0,6.4,100000.0,Free,0.0,Everyone,Parenting,"May 20, 2018",1.3.1,4.1 and up,0.0,May,0
My baby firework,PARENTING,3.7,4976.0,2.8,1000000.0,Free,0.0,Everyone,Parenting;Education,"May 28, 2018",2.04.2714,4.0 and up,0.0,May,0
We learn children's verses in kindergarten,PARENTING,4.3,3248.0,6.5,100000.0,Free,0.0,Everyone,Parenting;Education,"December 20, 2017",2.10,4.0 and up,0.0,December,0
Baby Food - Homemade Recipes,PARENTING,4.1,44.0,3.6,10000.0,Free,0.0,Everyone,Parenting,"August 7, 2018",8.2,4.0.3 and up,0.0,August,0
My baby Phone,PARENTING,3.7,9293.0,2.4,1000000.0,Free,0.0,Everyone,Parenting,"May 28, 2018",2.03.2714,4.0 and up,0.0,May,0
Baby Sleep: White noise lullabies for newborns,PARENTING,4.6,62386.0,3.4,1000000.0,Free,0.0,Everyone,Parenting,"June 12, 2018",2.7,4.0 and up,0.0,June,0
Arabic Chat - Chat,PARENTING,4.4,162.0,1.5,10000.0,Free,0.0,Everyone,Parenting,"May 1, 2018",1.0,4.1 and up,0.0,May,0
BookBaby - Baby Development,PARENTING,4.6,1002.0,5.0,50000.0,Free,0.0,Everyone,Parenting,"August 18, 2016",3.0,4.0.3 and up,0.0,August,0
Kids Craft Ideas,PARENTING,4.1,99.0,6.6,10000.0,Free,0.0,Everyone,Parenting,"March 29, 2018",1.1,4.1 and up,0.0,March,0
Child Growth Tracking,PARENTING,4.4,498.0,13.0,50000.0,Free,0.0,Everyone,Parenting,"July 25, 2018",1.5.3.1807,4.4 and up,0.0,July,0
Family Album Mitene: Private Photo & Video Sharing,PARENTING,4.7,34336.0,13.0,1000000.0,Free,0.0,Everyone,Parenting,"July 31, 2018",Varies with device,Varies with device,0.0,July,0
Family GPS Tracker and Chat + Baby Monitor Online,PARENTING,4.4,9073.0,13.0,500000.0,Free,0.0,Everyone,Parenting,"August 2, 2018",Varies with device,4.2 and up,0.0,August,0
How do I take care of my child?,PARENTING,4.8,190.0,6.8,100000.0,Free,0.0,Everyone,Parenting,"June 24, 2018",1.5,4.0 and up,0.0,June,0
Baby Name Together,PARENTING,4.0,464.0,24.0,100000.0,Free,0.0,Everyone,Parenting,"August 6, 2018",2.3.1,5.0 and up,0.0,August,0
White Noise for Baby,PARENTING,4.9,717.0,6.6,100000.0,Free,0.0,Everyone,Parenting,"December 30, 2017",1.6.0,4.1 and up,0.0,December,0
Favorite Soviet cartoons,PARENTING,4.3,63.0,4.9,10000.0,Free,0.0,Everyone,Parenting,"May 24, 2018",1.0.6,4.0 and up,0.0,May,0
The first year of a baby's life,PARENTING,4.8,7505.0,9.1,100000.0,Free,0.0,Everyone,Parenting,"January 7, 2017",1.1.27.477-free,2.3 and up,0.0,January,0
Safe365 – Cell Phone GPS Locator For Your Family,PARENTING,4.4,11501.0,11.0,1000000.0,Free,0.0,Everyone,Parenting,"July 30, 2018",3.7.1,4.0.3 and up,0.0,July,0
Listen to the story~The Story of the Fairy Tales,PARENTING,4.7,69.0,5.8,5000.0,Free,0.0,Everyone,Parenting,"July 10, 2018",1.0.6,4.0.3 and up,0.0,July,0
"Amazon FreeTime – Kids’ Videos, Books, & TV shows",PARENTING,4.2,2715.0,24.0,500000.0,Free,0.0,Everyone,Parenting;Music & Video,"July 24, 2018",FreeTimeApp-aosp_v3.14_Build-1.0.204367.0.13014,5.0 and up,0.0,July,0
"Kids Fang - Infant Videos, Children's Songs, Fairy Tales, Lullaby Collections",PARENTING,4.6,349.0,4.4,100000.0,Free,0.0,Everyone,Parenting,"March 21, 2018",1.7,4.4 and up,0.0,March,0
PPS Online,PARENTING,4.6,37.0,16.0,10000.0,Free,0.0,Everyone,Parenting,"July 9, 2018",3.19,4.0.3 and up,0.0,July,0
Johny Johny Yes Papa Nursery Rhyme - offline Video,PARENTING,4.5,806.0,11.0,500000.0,Free,0.0,Everyone,Parenting,"August 4, 2018",4.2,4.0.3 and up,0.0,August,0
Latest Emmanuella Comedy Video,PARENTING,4.6,60.0,4.9,10000.0,Free,0.0,Everyone,Parenting,"April 1, 2018",Natalia Studio Development,4.0.3 and up,0.0,April,0
Baby Care & Tracker,PARENTING,4.1,319.0,11.0,100000.0,Free,0.0,Everyone,Parenting,"July 12, 2018",5.3,4.0.3 and up,0.0,July,0
Urban Limo Taxi Simulator,PARENTING,3.8,824.0,53.0,1000000.0,Free,0.0,Everyone,Parenting,"August 2, 2018",8.9,4.0.3 and up,0.0,August,0
Rainbow - Journal & Activities,PARENTING,4.8,6668.0,20.0,100000.0,Free,0.0,Everyone,Parenting,"March 28, 2018",2.5.9,4.1 and up,0.0,March,0
Classical music for baby,PARENTING,4.8,1940.0,38.0,100000.0,Free,0.0,Everyone,Parenting;Music & Video,"July 18, 2018",1.04,4.2 and up,0.0,July,0
How do I care about my child?,PARENTING,4.3,34.0,4.9,10000.0,Free,0.0,Everyone,Parenting,"July 3, 2018",1.2,4.0 and up,0.0,July,0
My Child from eDziecko.pl,PARENTING,4.5,1025.0,17.0,100000.0,Free,0.0,Everyone,Parenting,"June 29, 2018",1.3.9,4.1 and up,0.0,June,0
Baby Panda Musical Genius,PARENTING,4.0,3346.0,37.0,1000000.0,Free,0.0,Everyone,Parenting;Music & Video,"June 15, 2018",8.25.10.00,4.0.3 and up,0.0,June,0
Baby Monitor,PARENTING,4.4,5343.0,5.2,1000000.0,Free,0.0,Everyone,Parenting,"March 30, 2018",2.1.1,4.1 and up,0.0,March,0
Daniel Tiger for Parents,PARENTING,4.7,247.0,28.0,100000.0,Free,0.0,Everyone,Parenting;Music & Video,"March 19, 2018",1.3.0,4.4 and up,0.0,March,0
Vegetable Fun,PARENTING,3.9,3182.0,46.0,1000000.0,Free,0.0,Everyone,Parenting;Education,"June 15, 2018",8.25.10.00,4.0.3 and up,0.0,June,0
It's open.,PARENTING,4.4,1528.0,16.0,100000.0,Free,0.0,Everyone,Parenting,"July 24, 2018",8.1.2,4.4 and up,0.0,July,0
Children's Stories 2018 - The Lion Come Lion,PARENTING,4.4,39.0,18.0,10000.0,Free,0.0,Everyone,Parenting;Music & Video,"October 31, 2017",1.2,4.0 and up,0.0,October,0
Feed Baby - Baby Tracker,PARENTING,4.5,76795.0,18.0,1000000.0,Free,0.0,Everyone,Parenting,"August 1, 2018",2.0.6,4.1 and up,0.0,August,0
Live Weather Pro,WEATHER,4.8,892.0,17.0,10000.0,Free,0.0,Everyone,Weather,"July 17, 2018",1.1,4.4 and up,0.0,July,0
weather - weather forecast,WEATHER,4.7,11118.0,9.7,1000000.0,Free,0.0,Everyone,Weather,"April 26, 2018",30,4.0 and up,0.0,April,0
SMHI Weather,WEATHER,3.5,11297.0,13.0,1000000.0,Free,0.0,Everyone,Weather,"June 26, 2018",Varies with device,Varies with device,0.0,June,0
Free live weather on screen,WEATHER,4.4,15370.0,21.0,1000000.0,Free,0.0,Everyone,Weather,"August 2, 2018",12.2.6.3660,4.1 and up,0.0,August,0
Weather Radar Widget,WEATHER,4.3,18194.0,3.2,1000000.0,Free,0.0,Everyone,Weather,"June 28, 2017",1.7.7,3.0 and up,0.0,June,0
Klara weather,WEATHER,4.6,36900.0,4.8,500000.0,Free,0.0,Everyone,Weather,"July 28, 2018",1.3.6,4.0 and up,0.0,July,0
Real time Weather Forecast,WEATHER,4.4,4184.0,10.0,1000000.0,Free,0.0,Everyone,Weather,"March 26, 2018",7.1.12.12,5.0 and up,0.0,March,0
Live Weather & Daily Local Weather Forecast,WEATHER,4.5,13426.0,19.0,1000000.0,Free,0.0,Everyone,Weather,"July 17, 2018",9.9.1.1910,4.1 and up,0.0,July,0
Yahoo! Weather for SH Forecast for understanding the approach of rain clouds Free,WEATHER,4.2,7457.0,13.0,1000000.0,Free,0.0,Everyone,Weather,"August 2, 2018",Varies with device,Varies with device,0.0,August,0
Klart.se - Sweden's best weather,WEATHER,3.6,7623.0,19.0,1000000.0,Free,0.0,Everyone,Weather,"July 11, 2018",3.18.5,4.4 and up,0.0,July,0
Info BMKG,WEATHER,4.3,21404.0,7.6,1000000.0,Free,0.0,Everyone,Weather,"June 15, 2017",2.2,4.4 and up,0.0,June,0
Weather From DMI/YR,WEATHER,4.3,2143.0,13.0,100000.0,Free,0.0,Everyone,Weather,"July 31, 2018",Varies with device,Varies with device,0.0,July,0
Storm Radar: Tornado Tracker & Hurricane Alerts,WEATHER,4.6,89868.0,13.0,1000000.0,Free,0.0,Everyone,Weather,"June 12, 2018",Varies with device,Varies with device,0.0,June,0
Local Weather Forecast & Visual Widget,WEATHER,4.5,3478.0,6.1,500000.0,Free,0.0,Everyone,Weather,"August 2, 2018",2.9.10,4.2 and up,0.0,August,0
Wetter by t-online.de,WEATHER,4.2,24349.0,9.2,1000000.0,Free,0.0,Everyone,Weather,"May 14, 2018",1.8.4.5,4.1 and up,0.0,May,0
AEMET's time,WEATHER,3.8,15966.0,9.2,1000000.0,Free,0.0,Everyone,Weather,"July 17, 2017",2.0,2.3 and up,0.0,July,0
New 2018 Weather App & Widget,WEATHER,4.5,2332.0,20.0,500000.0,Free,0.0,Teen,Weather,"August 3, 2018",12.2.7.3671,4.1 and up,0.0,August,0
Météociel,WEATHER,4.5,29344.0,22.0,500000.0,Free,0.0,Everyone,Weather,"July 25, 2018",4.1.11 - Hegoa,4.1 and up,0.0,July,0
Climatempo Lite - 15 day weather forecast,WEATHER,4.0,634.0,13.0,100000.0,Free,0.0,Everyone,Weather,"June 15, 2018",1.0.34,4.1 and up,0.0,June,0
ForecaWeather,WEATHER,4.2,18425.0,5.3,1000000.0,Free,0.0,Everyone,Weather,"July 29, 2017",3.1.7,4.1 and up,0.0,July,0
All Video Downloader 2018,VIDEO_PLAYERS,4.3,7557.0,5.6,1000000.0,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.0.1,4.4 and up,0.0,July,0
HD Video Player,VIDEO_PLAYERS,4.3,1551.0,2.9,1000000.0,Free,0.0,Everyone,Video Players & Editors,"July 25, 2018",1.1,4.1 and up,0.0,July,0
Iqiyi (for tablet),VIDEO_PLAYERS,3.6,12764.0,25.0,1000000.0,Free,0.0,Teen,Video Players & Editors,"July 11, 2018",7.1,4.0 and up,0.0,July,0
Free TV series,VIDEO_PLAYERS,3.7,400.0,7.2,100000.0,Free,0.0,Teen,Video Players & Editors,"May 28, 2018",v1.0.3,4.0.3 and up,0.0,May,0
Video Player All Format for Android,VIDEO_PLAYERS,4.6,3930.0,3.3,500000.0,Free,0.0,Everyone,Video Players & Editors,"July 26, 2018",1.1.7,4.0.3 and up,0.0,July,0
XX HD Video downloader-Free Video Downloader,VIDEO_PLAYERS,4.1,7624.0,6.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,"April 20, 2018",1.9,4.0.3 and up,0.0,April,0
OBJECTIVE,VIDEO_PLAYERS,3.8,19738.0,33.0,1000000.0,Free,0.0,Teen,Video Players & Editors,"August 7, 2018",9.7.6,4.0 and up,0.0,August,0
HD Movie Video Player,VIDEO_PLAYERS,4.5,18699.0,4.1,1000000.0,Free,0.0,Everyone,Video Players & Editors,"March 27, 2018",1.0,4.0.3 and up,0.0,March,0
"Video Editor,Crop Video,Movie Video,Music,Effects",VIDEO_PLAYERS,4.7,53006.0,44.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,"August 3, 2018",1.5.1,4.4 and up,0.0,August,0
VPlayer,VIDEO_PLAYERS,3.6,5639.0,13.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,"April 12, 2018",Varies with device,Varies with device,0.0,April,0
Play Tube,VIDEO_PLAYERS,4.3,15874.0,5.4,1000000.0,Free,0.0,Everyone,Video Players & Editors,"July 5, 2018",1.2,4.1 and up,0.0,July,0
video player,VIDEO_PLAYERS,4.4,26421.0,13.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,"May 30, 2018",3.4.5,4.1 and up,0.0,May,0
Video.Guru - Video Maker,VIDEO_PLAYERS,4.6,36969.0,27.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,"August 6, 2018",1.137.22,4.3 and up,0.0,August,0
Video Status,VIDEO_PLAYERS,4.3,6685.0,4.0,1000000.0,Free,0.0,Everyone,Video Players & Editors,"August 2, 2018",1.1.4,4.1 and up,0.0,August,0
Video Wallpaper Show,VIDEO_PLAYERS,4.3,0.0,13.0,500.0,Free,0.0,Everyone,Video Players & Editors,"July 26, 2018",3.1,4.0.3 and up,0.0,July,0
SVT Play,VIDEO_PLAYERS,3.7,11549.0,13.0,1000000.0,Free,0.0,Teen,Video Players & Editors,"July 13, 2018",Varies with device,Varies with device,0.0,July,0
BluTV,VIDEO_PLAYERS,3.9,28835.0,13.0,1000000.0,Free,0.0,Teen,Video Players & Editors,"July 26, 2018",Varies with device,Varies with device,0.0,July,0
Tencent Video - Supporting the whole network,VIDEO_PLAYERS,3.5,13205.0,44.0,1000000.0,Free,0.0,Teen,Video Players & Editors,"July 31, 2018",6.2.2.17136,3.0 and up,0.0,July,0
amazer - Global Kpop Video Community,VIDEO_PLAYERS,4.3,1215.0,23.0,100000.0,Free,0.0,Everyone 10+,Video Players & Editors,"July 20, 2018",1.5.4,4.1 and up,0.0,July,0
BaBe + - Indonesian News,NEWS_AND_MAGAZINES,4.3,42624.0,16.0,1000000.0,Free,0.0,Everyone 10+,News & Magazines,"August 1, 2018",6.6.4,4.0 and up,0.0,August,0
daily News,NEWS_AND_MAGAZINES,4.5,26411.0,26.0,1000000.0,Free,0.0,Everyone,News & Magazines,"March 26, 2018",2.3.2,4.1 and up,0.0,March,0
